learner_id,gender,age_group,state_of_origin,state_of_residence,education_level,employment_status,device_access,primary_device,prior_tech_experience,monthly_income_band,registration_source,region_of_origin,region_of_residence,internet_quality
LRN0035271,Male,18-24,Delta,Lagos,Undergraduate,Employed,Yes,Laptop,Beginner,<50k,Social Media,South South,South West,Good
LRN0035272,Male,35-44,Katsina,Akwa Ibom,OND/ND,Employed,Yes,Mobile Phone,Intermediate,<50k,Social Media,North West,South South,Poor
LRN0035273,Female,25-34,Edo,Yobe,Graduate,Employed,Yes,Laptop,Beginner,100k-250k,Social Media,South South,North East,Good
LRN0035274,Male,35-44,FCT,Kaduna,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,<50k,Referral,North Central,North West,Good
LRN0035275,Male,35-44,Kaduna,Sokoto,Undergraduate,Employed,Yes,Tablet,Intermediate,50k-100k,Social Media,North West,North West,Good
LRN0035276,Female,25-34,Kano,Kano,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,North West,Moderate
LRN0035277,Female,25-34,Lagos,Akwa Ibom,OND/ND,Self-Employed,Yes,Mobile Phone,Intermediate,50k-100k,Social Media,South West,South South,Good
LRN0035278,Female,18-24,Sokoto,Delta,Undergraduate,Employed,Yes,Laptop,Beginner,50k-100k,Email Campaign,North West,South South,Poor
LRN0035279,Male,18-24,Rivers,Kano,Graduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Email Campaign,South South,North West,Good
LRN0035280,Male,25-34,Kano,Kaduna,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,North West,Moderate
LRN0035281,Female,18-24,Enugu,FCT,Secondary School,Student,Yes,Tablet,Beginner,<50k,Email Campaign,South East,North Central,Moderate
LRN0035282,Female,25-34,Delta,Kaduna,Secondary School,Self-Employed,Yes,Laptop,Beginner,50k-100k,Community Outreach,South South,North West,Poor
LRN0035283,Female,25-34,Edo,Rivers,Secondary School,Unemployed,No,Laptop,Beginner,100k-250k,Social Media,South South,South South,Moderate
LRN0035284,Female,25-34,Oyo,Lagos,Graduate,Employed,Yes,Laptop,Beginner,50k-100k,Referral,South West,South West,Moderate
LRN0035285,Female,25-34,Oyo,Edo,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,100k-250k,Partner Organisation,South West,South South,Moderate
LRN0035286,Male,18-24,Oyo,Kaduna,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Referral,South West,North West,Moderate
LRN0035287,Male,25-34,Kano,Oyo,OND/ND,Student,Yes,Laptop,Beginner,100k-250k,Campus Outreach,North West,South West,Good
LRN0035288,Male,35-44,Rivers,Sokoto,Undergraduate,Employed,Yes,Mobile Phone,Beginner,100k-250k,Campus Outreach,South South,North West,Poor
LRN0035289,Female,18-24,Bauchi,Sokoto,Postgraduate,Employed,Yes,Mobile Phone,Intermediate,100k-250k,Referral,North East,North West,Good
LRN0035290,Male,18-24,FCT,Osun,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Email Campaign,North Central,South West,Moderate
LRN0035291,Female,25-34,Edo,Niger,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,South South,North Central,Moderate
LRN0035292,Female,18-24,Imo,FCT,Graduate,Unemployed,Yes,Laptop,Beginner,100k-250k,Referral,South East,North Central,Good
LRN0035293,Male,18-24,FCT,Kano,Undergraduate,Student,Yes,Laptop,Beginner,100k-250k,Referral,North Central,North West,Moderate
LRN0035294,Female,18-24,Oyo,Osun,Undergraduate,Student,Yes,Tablet,Intermediate,<50k,Campus Outreach,South West,South West,Moderate
LRN0035295,Female,25-34,Ogun,Akwa Ibom,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Campus Outreach,South West,South South,Good
LRN0035296,Female,25-34,Akwa Ibom,Edo,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,100k-250k,Partner Organisation,South South,South South,Moderate
LRN0035297,Female,25-34,Abia,Anambra,Undergraduate,Student,Yes,Desktop,Beginner,<50k,Email Campaign,South East,South East,Good
LRN0035298,Male,35-44,Oyo,Sokoto,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,South West,North West,Moderate
LRN0035299,Male,18-24,Anambra,Rivers,Graduate,Student,Yes,Laptop,Intermediate,<50k,Email Campaign,South East,South South,Moderate
LRN0035300,Male,35-44,Osun,Niger,Graduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,North Central,Poor
LRN0035301,Female,25-34,Plateau,Edo,Postgraduate,Unemployed,Yes,Mobile Phone,Intermediate,250k+,Referral,North Central,South South,Moderate
LRN0035302,Male,25-34,Adamawa,Taraba,Postgraduate,Self-Employed,Yes,Mobile Phone,Intermediate,100k-250k,Referral,North East,North East,Poor
LRN0035303,Female,25-34,Sokoto,Oyo,Secondary School,Student,Yes,Laptop,Intermediate,<50k,Referral,North West,South West,Moderate
LRN0035304,Male,18-24,Oyo,Kano,Undergraduate,Employed,No,Mobile Phone,Beginner,<50k,Campus Outreach,South West,North West,Moderate
LRN0035305,Female,18-24,Katsina,FCT,Secondary School,Student,Yes,Desktop,Beginner,100k-250k,Partner Organisation,North West,North Central,Poor
LRN0035306,Female,35-44,Abia,Kaduna,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,South East,North West,Moderate
LRN0035307,Female,18-24,Benue,Kaduna,Undergraduate,Employed,Yes,Desktop,Beginner,<50k,Community Outreach,North Central,North West,Good
LRN0035308,Male,18-24,Akwa Ibom,Kano,OND/ND,Employed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South South,North West,Poor
LRN0035309,Female,18-24,Taraba,Jigawa,Postgraduate,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,North East,North West,Moderate
LRN0035310,Male,25-34,FCT,Imo,Postgraduate,Unemployed,Yes,Laptop,Intermediate,<50k,Email Campaign,North Central,South East,Moderate
LRN0035311,Male,25-34,Osun,FCT,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,South West,North Central,Good
LRN0035312,Male,18-24,Kano,Kaduna,Graduate,Student,No,Mobile Phone,Intermediate,50k-100k,Referral,North West,North West,Good
LRN0035313,Male,18-24,Abia,Sokoto,Secondary School,Student,Yes,Mobile Phone,Advanced,250k+,Campus Outreach,South East,North West,Moderate
LRN0035314,Female,18-24,Sokoto,Edo,Secondary School,Student,Yes,Mobile Phone,Intermediate,50k-100k,Partner Organisation,North West,South South,Good
LRN0035315,Male,25-34,Akwa Ibom,Lagos,Secondary School,Self-Employed,Yes,Mobile Phone,Intermediate,250k+,Referral,South South,South West,Good
LRN0035316,Female,18-24,Lagos,Anambra,Undergraduate,Self-Employed,Yes,Desktop,Beginner,50k-100k,Social Media,South West,South East,Poor
LRN0035317,Male,18-24,Akwa Ibom,Lagos,Graduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South South,South West,Good
LRN0035318,Male,18-24,Kano,Abia,OND/ND,Unemployed,Yes,Mobile Phone,Advanced,50k-100k,Social Media,North West,South East,Moderate
LRN0035319,Male,35-44,Oyo,Lagos,Secondary School,Student,Yes,Mobile Phone,Advanced,100k-250k,Email Campaign,South West,South West,Good
LRN0035320,Male,18-24,Adamawa,Edo,OND/ND,Student,Yes,Tablet,Beginner,100k-250k,Referral,North East,South South,Moderate
LRN0035321,Male,35-44,Edo,Jigawa,Secondary School,Student,No,Laptop,Beginner,50k-100k,Campus Outreach,South South,North West,Moderate
LRN0035322,Female,18-24,Kaduna,Yobe,OND/ND,Unemployed,Yes,Laptop,Beginner,50k-100k,Community Outreach,North West,North East,Moderate
LRN0035323,Female,18-24,Oyo,Rivers,OND/ND,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,South West,South South,Moderate
LRN0035324,Male,18-24,Lagos,Oyo,Secondary School,Student,Yes,Tablet,Beginner,<50k,Referral,South West,South West,Good
LRN0035325,Male,18-24,Abia,Kano,Graduate,Student,No,Mobile Phone,Beginner,100k-250k,Referral,South East,North West,Moderate
LRN0035326,Male,18-24,Anambra,Rivers,Graduate,Unemployed,Yes,Mobile Phone,Beginner,100k-250k,Email Campaign,South East,South South,Moderate
LRN0035327,Female,25-34,Yobe,Lagos,Undergraduate,Unemployed,No,Mobile Phone,Beginner,<50k,Email Campaign,North East,South West,Poor
LRN0035328,Female,18-24,FCT,Bauchi,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,50k-100k,Referral,North Central,North East,Poor
LRN0035329,Female,35-44,Katsina,Niger,Undergraduate,Student,Yes,Laptop,Beginner,100k-250k,Email Campaign,North West,North Central,Moderate
LRN0035330,Male,18-24,Kano,Osun,Graduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Community Outreach,North West,South West,Moderate
LRN0035331,Male,25-34,Adamawa,Abia,OND/ND,Employed,No,Mobile Phone,Beginner,<50k,Community Outreach,North East,South East,Moderate
LRN0035332,Male,25-34,Niger,FCT,Secondary School,Unemployed,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,North Central,North Central,Moderate
LRN0035333,Female,18-24,Lagos,Kogi,OND/ND,Self-Employed,Yes,Desktop,Beginner,<50k,Partner Organisation,South West,North Central,Moderate
LRN0035334,Male,25-34,Delta,Kaduna,OND/ND,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South South,North West,Moderate
LRN0035335,Female,18-24,Ondo,Delta,Graduate,Student,Yes,Laptop,Beginner,50k-100k,Email Campaign,South West,South South,Good
LRN0035336,Male,18-24,Kano,Sokoto,Undergraduate,Student,Yes,Laptop,Beginner,<50k,Campus Outreach,North West,North West,Poor
LRN0035337,Female,25-34,Benue,Rivers,Undergraduate,Employed,Yes,Laptop,Beginner,100k-250k,Email Campaign,North Central,South South,Good
LRN0035338,Male,25-34,Adamawa,Akwa Ibom,Secondary School,Student,Yes,Tablet,Advanced,<50k,Social Media,North East,South South,Poor
LRN0035339,Female,25-34,Yobe,Kano,Undergraduate,Student,Yes,Laptop,Advanced,<50k,Partner Organisation,North East,North West,Poor
LRN0035340,Male,18-24,Plateau,Osun,Undergraduate,Employed,Yes,Mobile Phone,Beginner,100k-250k,Social Media,North Central,South West,Good
LRN0035341,Female,18-24,Edo,Katsina,Secondary School,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Referral,South South,North West,Moderate
LRN0035342,Male,18-24,Osun,Kano,Postgraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Social Media,South West,North West,Good
LRN0035343,Male,25-34,Rivers,Sokoto,Secondary School,Employed,No,Mobile Phone,Beginner,<50k,Social Media,South South,North West,Good
LRN0035344,Male,18-24,Katsina,Katsina,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Email Campaign,North West,North West,Moderate
LRN0035345,Female,25-34,Kano,Abia,OND/ND,Unemployed,Yes,Laptop,Beginner,<50k,Partner Organisation,North West,South East,Good
LRN0035346,Male,18-24,Benue,Imo,Undergraduate,Unemployed,Yes,Laptop,Intermediate,100k-250k,Campus Outreach,North Central,South East,Moderate
LRN0035347,Male,18-24,Rivers,Kogi,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Email Campaign,South South,North Central,Poor
LRN0035348,Male,18-24,Kaduna,Katsina,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Referral,North West,North West,Moderate
LRN0035349,Male,18-24,Kogi,Benue,Secondary School,Unemployed,Yes,Laptop,Intermediate,<50k,Referral,North Central,North Central,Poor
LRN0035350,Female,25-34,Lagos,Lagos,Undergraduate,Student,Yes,Laptop,Beginner,<50k,Referral,South West,South West,Moderate
LRN0035351,Male,18-24,Edo,Oyo,Undergraduate,Employed,Yes,Laptop,Beginner,<50k,Campus Outreach,South South,South West,Moderate
LRN0035352,Female,18-24,Lagos,Niger,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Social Media,South West,North Central,Good
LRN0035353,Female,25-34,Jigawa,Delta,OND/ND,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,South South,Good
LRN0035354,Female,18-24,Lagos,Bayelsa,Undergraduate,Student,Yes,Mobile Phone,Beginner,250k+,Community Outreach,South West,South South,Good
LRN0035355,Male,25-34,Adamawa,FCT,Graduate,Unemployed,Yes,Laptop,Beginner,<50k,Social Media,North East,North Central,Moderate
LRN0035356,Male,18-24,Benue,Ebonyi,Undergraduate,Student,Yes,Tablet,Beginner,50k-100k,Referral,North Central,South East,Moderate
LRN0035357,Female,35-44,Lagos,FCT,Undergraduate,Unemployed,Yes,Laptop,Intermediate,<50k,Social Media,South West,North Central,Moderate
LRN0035358,Female,18-24,FCT,Anambra,OND/ND,Self-Employed,No,Mobile Phone,Advanced,50k-100k,Partner Organisation,North Central,South East,Good
LRN0035359,Male,18-24,Oyo,Bayelsa,Graduate,Employed,Yes,Laptop,Beginner,50k-100k,Email Campaign,South West,South South,Moderate
LRN0035360,Male,18-24,Katsina,Benue,Undergraduate,Student,Yes,Laptop,Intermediate,50k-100k,Campus Outreach,North West,North Central,Moderate
LRN0035361,Female,25-34,Katsina,FCT,Postgraduate,Student,Yes,Laptop,Beginner,<50k,Social Media,North West,North Central,Good
LRN0035362,Male,18-24,Bauchi,Edo,Undergraduate,Employed,Yes,Desktop,Beginner,100k-250k,Social Media,North East,South South,Moderate
LRN0035363,Female,18-24,Anambra,Kogi,Undergraduate,Student,Yes,Tablet,Advanced,50k-100k,Referral,South East,North Central,Poor
LRN0035364,Male,25-34,Jigawa,Abia,Secondary School,Unemployed,Yes,Laptop,Beginner,<50k,Partner Organisation,North West,South East,Moderate
LRN0035365,Male,18-24,Kaduna,Kaduna,Postgraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Social Media,North West,North West,Good
LRN0035366,Male,35-44,Taraba,Anambra,Undergraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Referral,North East,South East,Moderate
LRN0035367,Male,18-24,Imo,Borno,Undergraduate,Unemployed,Yes,Laptop,Intermediate,<50k,Email Campaign,South East,North East,Good
LRN0035368,Male,18-24,Adamawa,Kaduna,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Referral,North East,North West,Moderate
LRN0035369,Female,18-24,Bayelsa,Enugu,Graduate,Employed,Yes,Mobile Phone,Beginner,100k-250k,Email Campaign,South South,South East,Poor
LRN0035370,Female,18-24,Osun,Sokoto,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,South West,North West,Poor
LRN0035371,Female,18-24,Akwa Ibom,Lagos,Undergraduate,Unemployed,Yes,Laptop,Beginner,100k-250k,Campus Outreach,South South,South West,Good
LRN0035372,Female,18-24,Enugu,Kaduna,Postgraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South East,North West,Good
LRN0035373,Male,18-24,Kano,Benue,Postgraduate,Student,Yes,Laptop,Beginner,<50k,Social Media,North West,North Central,Moderate
LRN0035374,Male,25-34,Kano,Yobe,Undergraduate,Self-Employed,Yes,Mobile Phone,Intermediate,50k-100k,Referral,North West,North East,Poor
LRN0035375,Female,25-34,Osun,Osun,Graduate,Student,Yes,Laptop,Beginner,100k-250k,Referral,South West,South West,Moderate
LRN0035376,Male,18-24,Oyo,Lagos,Graduate,Student,Yes,Mobile Phone,Beginner,<50k,Community Outreach,South West,South West,Good
LRN0035377,Male,18-24,Abia,Oyo,Postgraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,South East,South West,Good
LRN0035378,Female,18-24,Lagos,Osun,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Email Campaign,South West,South West,Moderate
LRN0035379,Male,18-24,Kano,Taraba,Secondary School,Student,Yes,Mobile Phone,Beginner,<50k,Email Campaign,North West,North East,Good
LRN0035380,Female,18-24,Kaduna,Rivers,OND/ND,Employed,Yes,Mobile Phone,Beginner,100k-250k,Community Outreach,North West,South South,Moderate
LRN0035381,Female,18-24,Osun,Kano,Undergraduate,Student,Yes,Desktop,Beginner,<50k,Email Campaign,South West,North West,Poor
LRN0035382,Male,18-24,Adamawa,FCT,OND/ND,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North East,North Central,Good
LRN0035383,Male,18-24,Kaduna,Osun,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,50k-100k,Community Outreach,North West,South West,Good
LRN0035384,Female,18-24,Yobe,Delta,OND/ND,Student,Yes,Mobile Phone,Intermediate,<50k,Social Media,North East,South South,Poor
LRN0035385,Male,25-34,Lagos,Lagos,Graduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Partner Organisation,South West,South West,Poor
LRN0035386,Male,18-24,Jigawa,Lagos,Graduate,Employed,Yes,Laptop,Intermediate,50k-100k,Social Media,North West,South West,Moderate
LRN0035387,Male,18-24,Rivers,Benue,Undergraduate,Unemployed,Yes,Laptop,Intermediate,50k-100k,Email Campaign,South South,North Central,Good
LRN0035388,Female,18-24,Abia,Taraba,Postgraduate,Unemployed,Yes,Laptop,Beginner,100k-250k,Community Outreach,South East,North East,Moderate
LRN0035389,Female,18-24,Lagos,Kaduna,Graduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Social Media,South West,North West,Poor
LRN0035390,Female,18-24,Ogun,Kano,Secondary School,Student,Yes,Laptop,Intermediate,50k-100k,Campus Outreach,South West,North West,Poor
LRN0035391,Female,35-44,Delta,Delta,Secondary School,Student,Yes,Desktop,Beginner,50k-100k,Referral,South South,South South,Poor
LRN0035392,Female,18-24,FCT,Plateau,Graduate,Self-Employed,Yes,Laptop,Beginner,50k-100k,Email Campaign,North Central,North Central,Good
LRN0035393,Male,35-44,FCT,Katsina,Postgraduate,Self-Employed,Yes,Mobile Phone,Intermediate,100k-250k,Social Media,North Central,North West,Moderate
LRN0035394,Female,18-24,Ogun,Plateau,Graduate,Self-Employed,Yes,Laptop,Beginner,<50k,Social Media,South West,North Central,Good
LRN0035395,Male,18-24,Oyo,Edo,Graduate,Employed,Yes,Mobile Phone,Advanced,50k-100k,Social Media,South West,South South,Moderate
LRN0035396,Male,35-44,Adamawa,Ondo,OND/ND,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,North East,South West,Good
LRN0035397,Female,18-24,Sokoto,Lagos,Graduate,Unemployed,Yes,Mobile Phone,Intermediate,50k-100k,Email Campaign,North West,South West,Good
LRN0035398,Male,25-34,Oyo,Kano,Postgraduate,Student,Yes,Mobile Phone,Intermediate,100k-250k,Social Media,South West,North West,Good
LRN0035399,Female,25-34,Lagos,Ogun,Undergraduate,Student,Yes,Laptop,Beginner,100k-250k,Social Media,South West,South West,Good
LRN0035400,Male,18-24,Akwa Ibom,Benue,Graduate,Unemployed,Yes,Tablet,Beginner,50k-100k,Email Campaign,South South,North Central,Poor
LRN0035401,Female,25-34,Oyo,Lagos,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,South West,Good
LRN0035402,Male,18-24,Katsina,Ondo,OND/ND,Unemployed,Yes,Mobile Phone,Advanced,50k-100k,Referral,North West,South West,Moderate
LRN0035403,Male,18-24,Ogun,Edo,Graduate,Student,Yes,Tablet,Beginner,<50k,Social Media,South West,South South,Good
LRN0035404,Male,18-24,Imo,Kaduna,Postgraduate,Student,Yes,Laptop,Intermediate,100k-250k,Community Outreach,South East,North West,Moderate
LRN0035405,Male,18-24,Edo,Oyo,Undergraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Referral,South South,South West,Good
LRN0035406,Male,25-34,Kano,Borno,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,North West,North East,Poor
LRN0035407,Female,25-34,Borno,Oyo,Graduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Campus Outreach,North East,South West,Moderate
LRN0035408,Female,18-24,Enugu,Rivers,Secondary School,Unemployed,Yes,Desktop,Intermediate,100k-250k,Social Media,South East,South South,Moderate
LRN0035409,Male,18-24,Anambra,Kano,Graduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Social Media,South East,North West,Moderate
LRN0035410,Male,18-24,Plateau,Imo,Undergraduate,Student,Yes,Laptop,Advanced,<50k,Partner Organisation,North Central,South East,Moderate
LRN0035411,Male,25-34,Kano,Abia,Graduate,Unemployed,Yes,Laptop,Beginner,<50k,Social Media,North West,South East,Moderate
LRN0035412,Male,35-44,Lagos,Lagos,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Community Outreach,South West,South West,Moderate
LRN0035413,Female,25-34,Lagos,Enugu,Undergraduate,Student,Yes,Tablet,Beginner,<50k,Campus Outreach,South West,South East,Moderate
LRN0035414,Male,18-24,Borno,Rivers,Graduate,Student,Yes,Mobile Phone,Intermediate,<50k,Campus Outreach,North East,South South,Good
LRN0035415,Female,18-24,Osun,Rivers,OND/ND,Student,Yes,Mobile Phone,Intermediate,50k-100k,Community Outreach,South West,South South,Poor
LRN0035416,Male,25-34,Kogi,Ebonyi,Graduate,Employed,Yes,Laptop,Advanced,<50k,Email Campaign,North Central,South East,Poor
LRN0035417,Female,25-34,Enugu,FCT,Undergraduate,Employed,Yes,Laptop,Advanced,<50k,Email Campaign,South East,North Central,Poor
LRN0035418,Female,25-34,Anambra,Lagos,Postgraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South East,South West,Moderate
LRN0035419,Male,25-34,Yobe,Akwa Ibom,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Referral,North East,South South,Moderate
LRN0035420,Female,18-24,Imo,Katsina,OND/ND,Employed,Yes,Mobile Phone,Intermediate,100k-250k,Partner Organisation,South East,North West,Poor
LRN0035421,Female,18-24,Bauchi,Ondo,OND/ND,Student,No,Mobile Phone,Beginner,<50k,Referral,North East,South West,Good
LRN0035422,Female,35-44,Kano,FCT,Secondary School,Employed,Yes,Mobile Phone,Intermediate,<50k,Social Media,North West,North Central,Moderate
LRN0035423,Male,25-34,Jigawa,Oyo,Undergraduate,Self-Employed,Yes,Laptop,Beginner,50k-100k,Campus Outreach,North West,South West,Good
LRN0035424,Female,25-34,Lagos,Katsina,Graduate,Unemployed,Yes,Laptop,Beginner,100k-250k,Referral,South West,North West,Good
LRN0035425,Female,18-24,Lagos,Kano,Graduate,Student,Yes,Mobile Phone,Intermediate,100k-250k,Email Campaign,South West,North West,Moderate
LRN0035426,Male,25-34,Sokoto,Kaduna,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,North West,Poor
LRN0035427,Male,25-34,Imo,Edo,Graduate,Unemployed,Yes,Laptop,Advanced,<50k,Community Outreach,South East,South South,Poor
LRN0035428,Male,25-34,FCT,Enugu,Undergraduate,Employed,Yes,Mobile Phone,Beginner,100k-250k,Community Outreach,North Central,South East,Moderate
LRN0035429,Male,25-34,Ogun,Sokoto,Undergraduate,Unemployed,Yes,Laptop,Intermediate,50k-100k,Email Campaign,South West,North West,Good
LRN0035430,Female,25-34,FCT,FCT,Undergraduate,Employed,Yes,Laptop,Intermediate,<50k,Social Media,North Central,North Central,Moderate
LRN0035431,Male,35-44,Kano,Lagos,Undergraduate,Employed,Yes,Laptop,Beginner,250k+,Referral,North West,South West,Good
LRN0035432,Female,18-24,Rivers,Imo,Graduate,Student,Yes,Mobile Phone,Intermediate,<50k,Referral,South South,South East,Moderate
LRN0035433,Male,18-24,Kogi,Kaduna,Graduate,Unemployed,Yes,Mobile Phone,Beginner,100k-250k,Campus Outreach,North Central,North West,Moderate
LRN0035434,Male,18-24,Bauchi,Anambra,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Partner Organisation,North East,South East,Good
LRN0035435,Female,35-44,Anambra,Lagos,Postgraduate,Unemployed,Yes,Laptop,Intermediate,100k-250k,Referral,South East,South West,Good
LRN0035436,Male,18-24,Anambra,Niger,Undergraduate,Employed,Yes,Mobile Phone,Beginner,100k-250k,Campus Outreach,South East,North Central,Poor
LRN0035437,Female,18-24,Kaduna,Kano,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Email Campaign,North West,North West,Poor
LRN0035438,Female,18-24,Katsina,Lagos,Undergraduate,Employed,Yes,Laptop,Beginner,<50k,Social Media,North West,South West,Poor
LRN0035439,Female,18-24,Katsina,FCT,Postgraduate,Employed,Yes,Mobile Phone,Intermediate,100k-250k,Social Media,North West,North Central,Good
LRN0035440,Female,18-24,Abia,Lagos,Graduate,Employed,Yes,Tablet,Beginner,50k-100k,Referral,South East,South West,Good
LRN0035441,Female,35-44,Kogi,Lagos,Undergraduate,Self-Employed,Yes,Mobile Phone,Intermediate,<50k,Community Outreach,North Central,South West,Moderate
LRN0035442,Female,18-24,Ogun,Ebonyi,Postgraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Referral,South West,South East,Moderate
LRN0035443,Male,18-24,Osun,Edo,Undergraduate,Unemployed,Yes,Tablet,Beginner,50k-100k,Email Campaign,South West,South South,Poor
LRN0035444,Female,25-34,Sokoto,Ondo,Undergraduate,Student,Yes,Laptop,Beginner,250k+,Campus Outreach,North West,South West,Good
LRN0035445,Female,25-34,Sokoto,Jigawa,Undergraduate,Student,Yes,Laptop,Intermediate,100k-250k,Social Media,North West,North West,Good
LRN0035446,Female,35-44,Akwa Ibom,Akwa Ibom,Undergraduate,Employed,Yes,Mobile Phone,Beginner,100k-250k,Partner Organisation,South South,South South,Good
LRN0035447,Male,25-34,Delta,FCT,Secondary School,Self-Employed,Yes,Laptop,Beginner,<50k,Social Media,South South,North Central,Good
LRN0035448,Female,18-24,Lagos,Benue,OND/ND,Student,Yes,Laptop,Beginner,100k-250k,Social Media,South West,North Central,Good
LRN0035449,Female,35-44,Akwa Ibom,Edo,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Community Outreach,South South,South South,Poor
LRN0035450,Male,25-34,Rivers,FCT,OND/ND,Student,Yes,Mobile Phone,Beginner,<50k,Partner Organisation,South South,North Central,Moderate
LRN0035451,Female,18-24,Benue,Osun,OND/ND,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North Central,South West,Good
LRN0035452,Female,18-24,Anambra,Borno,Undergraduate,Student,Yes,Mobile Phone,Advanced,100k-250k,Email Campaign,South East,North East,Poor
LRN0035453,Female,35-44,Kaduna,Imo,Undergraduate,Student,Yes,Laptop,Intermediate,<50k,Social Media,North West,South East,Moderate
LRN0035454,Male,18-24,Sokoto,Lagos,Graduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,North West,South West,Good
LRN0035455,Male,18-24,Delta,Imo,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Email Campaign,South South,South East,Moderate
LRN0035456,Female,18-24,Niger,Imo,Graduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Social Media,North Central,South East,Good
LRN0035457,Female,25-34,Akwa Ibom,Ogun,Undergraduate,Self-Employed,Yes,Laptop,Beginner,100k-250k,Email Campaign,South South,South West,Good
LRN0035458,Male,18-24,Oyo,Niger,Undergraduate,Employed,Yes,Tablet,Beginner,<50k,Campus Outreach,South West,North Central,Moderate
LRN0035459,Male,18-24,Benue,Kaduna,Undergraduate,Employed,Yes,Desktop,Beginner,<50k,Social Media,North Central,North West,Good
LRN0035460,Male,18-24,Borno,Abia,Undergraduate,Employed,Yes,Mobile Phone,Advanced,<50k,Email Campaign,North East,South East,Good
LRN0035461,Male,18-24,Ondo,Adamawa,Secondary School,Unemployed,Yes,Laptop,Beginner,50k-100k,Email Campaign,South West,North East,Moderate
LRN0035462,Female,18-24,Kano,Ogun,Undergraduate,Employed,Yes,Mobile Phone,Beginner,100k-250k,Referral,North West,South West,Poor
LRN0035463,Female,18-24,Katsina,Edo,Postgraduate,Student,Yes,Tablet,Intermediate,100k-250k,Partner Organisation,North West,South South,Moderate
